5.6736 	WARNING 	Requested an unavailable screen number - using first available.
9.7536 	EXP 	Created instruction_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=True, flipVert=False, image='images/rating_instruction.png', interpolate=True, mask=None, maskParams=None, name='instruction_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), size=array([0.75, 0.5 ]), texRes=128.0, units='height', win=Window(...))
9.7537 	EXP 	window1: mouseVisible = True
9.7564 	EXP 	Created dummy_fixation_cross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='dummy_fixation_cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.7567 	EXP 	window1: mouseVisible = True
9.7594 	EXP 	Created rating_fixation_square = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='rating_fixation_square', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...))
9.7595 	EXP 	window1: mouseVisible = True
9.7637 	EXP 	Created washout_fixation_cross = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='washout_fixation_cross', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.7639 	EXP 	window1: mouseVisible = True
9.7771 	EXP 	Created end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=True, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='end_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Run complete.', units='height', win=Window(...), wrapWidth=1)
0.0149 	EXP 	text: autoDraw = True
0.0149 	EXP 	instruction_image: autoDraw = True
1.6146 	DATA 	Keypress: 5
1.6190 	EXP 	text: autoDraw = False
1.6190 	EXP 	instruction_image: autoDraw = False
1.6190 	EXP 	dummy_fixation_cross: autoDraw = True
11.6141 	EXP 	Created sequence: sequential, trialTypes=1, nReps=100, seed=None
11.6146 	EXP 	New trial (rep=0, index=0): None
11.7362 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\butterfly_20.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
11.8958 	WARNING 	0.15950070000008054: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.04
11.8958 	WARNING 	0.159541900000022: Video catchup needed, advancing self._nextFrameT from 0.04 to 0.08
11.9008 	WARNING 	0.16454159999966578: Video catchup needed, advancing self._nextFrameT from 0.08 to 0.12
11.9287 	EXP 	dummy_fixation_cross: autoDraw = False
11.9287 	EXP 	movie: autoLog = True
11.9287 	EXP 	movie: movie = 'videos\\butterfly_20.mp4'
11.9287 	EXP 	movie: ori = 0.0
11.9287 	EXP 	movie: flipHoriz = True
11.9287 	EXP 	movie: autoDraw = True
14.6214 	EXP 	movie: autoDraw = False
14.6214 	EXP 	rating_fixation_square: autoDraw = True
15.3652 	DATA 	Keypress: 1
15.3730 	EXP 	rating_fixation_square: autoDraw = False
15.3730 	EXP 	washout_fixation_cross: autoDraw = True
16.3669 	EXP 	New trial (rep=1, index=0): None
16.3676 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\cat_20.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
16.5371 	WARNING 	0.1694457999997212: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.04170833333333333
16.5371 	WARNING 	0.16949479999993855: Video catchup needed, advancing self._nextFrameT from 0.04170833333333333 to 0.08341666666666667
16.5371 	WARNING 	0.1695169999998143: Video catchup needed, advancing self._nextFrameT from 0.08341666666666667 to 0.125125
16.5481 	EXP 	washout_fixation_cross: autoDraw = False
16.5481 	EXP 	movie: autoLog = True
16.5481 	EXP 	movie: movie = 'videos\\cat_20.mp4'
16.5481 	EXP 	movie: ori = 0.0
16.5481 	EXP 	movie: flipHoriz = True
16.5481 	EXP 	movie: autoDraw = True
19.3506 	EXP 	Set movie finished
19.3790 	EXP 	movie: autoDraw = False
19.3790 	EXP 	rating_fixation_square: autoDraw = True
19.9002 	DATA 	Keypress: 2
19.9067 	EXP 	rating_fixation_square: autoDraw = False
19.9067 	EXP 	washout_fixation_cross: autoDraw = True
20.9010 	EXP 	New trial (rep=2, index=0): None
20.9015 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\caterpillar_16.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
21.0582 	WARNING 	0.15661640000007537: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.03333333333333333
21.0582 	WARNING 	0.15665590000025986: Video catchup needed, advancing self._nextFrameT from 0.03333333333333333 to 0.06666666666666667
21.0582 	WARNING 	0.15667209999992338: Video catchup needed, advancing self._nextFrameT from 0.06666666666666667 to 0.1
21.0734 	EXP 	washout_fixation_cross: autoDraw = False
21.0734 	EXP 	washout_fixation_cross: autoDraw = False
21.0734 	EXP 	movie: autoLog = True
21.0734 	EXP 	movie: movie = 'videos\\caterpillar_16.mp4'
21.0734 	EXP 	movie: ori = 0.0
21.0734 	EXP 	movie: flipHoriz = True
21.0734 	EXP 	movie: autoDraw = True
23.9116 	EXP 	movie: autoDraw = False
23.9116 	EXP 	rating_fixation_square: autoDraw = True
24.2175 	DATA 	Keypress: 3
24.2236 	EXP 	rating_fixation_square: autoDraw = False
24.2236 	EXP 	washout_fixation_cross: autoDraw = True
25.2211 	EXP 	New trial (rep=3, index=0): None
25.2217 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\millipede_17.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
25.3623 	WARNING 	0.1405232000001888: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.03336666666666667
25.3623 	WARNING 	0.1405787000003329: Video catchup needed, advancing self._nextFrameT from 0.03336666666666667 to 0.06673333333333334
25.3624 	WARNING 	0.14060719999997673: Video catchup needed, advancing self._nextFrameT from 0.06673333333333334 to 0.10010000000000001
25.3714 	EXP 	washout_fixation_cross: autoDraw = False
25.3714 	EXP 	movie: autoLog = True
25.3714 	EXP 	movie: movie = 'videos\\millipede_17.mp4'
25.3714 	EXP 	movie: ori = 0.0
25.3714 	EXP 	movie: flipHoriz = True
25.3714 	EXP 	movie: autoDraw = True
28.2091 	EXP 	Set movie finished
28.2300 	EXP 	movie: autoDraw = False
28.2300 	EXP 	rating_fixation_square: autoDraw = True
28.5984 	DATA 	Keypress: 4
28.6047 	EXP 	rating_fixation_square: autoDraw = False
28.6047 	EXP 	washout_fixation_cross: autoDraw = True
29.5990 	EXP 	New trial (rep=4, index=0): None
29.5998 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\caterpillar_4.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
29.7564 	WARNING 	0.15661880000016026: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.04
29.7565 	WARNING 	0.1566843999999037: Video catchup needed, advancing self._nextFrameT from 0.04 to 0.08
29.7608 	WARNING 	0.16096440000001166: Video catchup needed, advancing self._nextFrameT from 0.08 to 0.12
29.7698 	EXP 	washout_fixation_cross: autoDraw = False
29.7698 	EXP 	washout_fixation_cross: autoDraw = False
29.7698 	EXP 	movie: autoLog = True
29.7698 	EXP 	movie: movie = 'videos\\caterpillar_4.mp4'
29.7698 	EXP 	movie: ori = 0.0
29.7698 	EXP 	movie: flipHoriz = True
29.7698 	EXP 	movie: autoDraw = True
32.6075 	EXP 	movie: autoDraw = False
32.6075 	EXP 	rating_fixation_square: autoDraw = True
32.9832 	DATA 	Keypress: 6
32.9893 	EXP 	rating_fixation_square: autoDraw = False
32.9893 	EXP 	washout_fixation_cross: autoDraw = True
33.9839 	EXP 	New trial (rep=5, index=0): None
33.9845 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\beetle_4.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
34.1741 	WARNING 	0.18965300000036223: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.03333333333333333
34.1742 	WARNING 	0.1896950000000288: Video catchup needed, advancing self._nextFrameT from 0.03333333333333333 to 0.06666666666666667
34.1742 	WARNING 	0.18971160000000964: Video catchup needed, advancing self._nextFrameT from 0.06666666666666667 to 0.1
34.1742 	WARNING 	0.1897255000003497: Video catchup needed, advancing self._nextFrameT from 0.1 to 0.13333333333333333
34.1863 	EXP 	washout_fixation_cross: autoDraw = False
34.1863 	EXP 	washout_fixation_cross: autoDraw = False
34.1863 	EXP 	movie: autoLog = True
34.1863 	EXP 	movie: movie = 'videos\\beetle_4.mp4'
34.1863 	EXP 	movie: ori = 0.0
34.1863 	EXP 	movie: flipHoriz = True
34.1863 	EXP 	movie: autoDraw = True
36.9966 	EXP 	movie: autoDraw = False
36.9966 	EXP 	rating_fixation_square: autoDraw = True
41.9972 	EXP 	rating_fixation_square: autoDraw = False
41.9972 	EXP 	washout_fixation_cross: autoDraw = True
42.9911 	EXP 	New trial (rep=6, index=0): None
42.9917 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\dog_19.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
43.1608 	WARNING 	0.16905910000014046: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.041666666666666664
43.1609 	WARNING 	0.16909889999988081: Video catchup needed, advancing self._nextFrameT from 0.041666666666666664 to 0.08333333333333333
43.1609 	WARNING 	0.16911479999998846: Video catchup needed, advancing self._nextFrameT from 0.08333333333333333 to 0.125
43.1735 	EXP 	washout_fixation_cross: autoDraw = False
43.1735 	EXP 	movie: autoLog = True
43.1735 	EXP 	movie: movie = 'videos\\dog_19.mp4'
43.1735 	EXP 	movie: ori = 0.0
43.1735 	EXP 	movie: flipHoriz = True
43.1735 	EXP 	movie: autoDraw = True
43.3251 	DATA 	Keypress: 1
45.9971 	EXP 	movie: autoDraw = False
45.9971 	EXP 	rating_fixation_square: autoDraw = True
45.9971 	EXP 	rating_fixation_square: autoDraw = False
45.9971 	EXP 	washout_fixation_cross: autoDraw = True
46.9917 	EXP 	New trial (rep=7, index=0): None
46.9925 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\butterfly_12.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
47.1559 	WARNING 	0.16336760000012873: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.03333333333333333
47.1559 	WARNING 	0.16340870000021823: Video catchup needed, advancing self._nextFrameT from 0.03333333333333333 to 0.06666666666666667
47.1559 	WARNING 	0.1634251000000404: Video catchup needed, advancing self._nextFrameT from 0.06666666666666667 to 0.1
47.1616 	WARNING 	0.16908460000013292: Video catchup needed, advancing self._nextFrameT from 0.1 to 0.13333333333333333
47.1732 	EXP 	washout_fixation_cross: autoDraw = False
47.1732 	EXP 	washout_fixation_cross: autoDraw = False
47.1732 	EXP 	movie: autoLog = True
47.1732 	EXP 	movie: movie = 'videos\\butterfly_12.mp4'
47.1732 	EXP 	movie: ori = 0.0
47.1732 	EXP 	movie: flipHoriz = True
47.1732 	EXP 	movie: autoDraw = True
50.0007 	EXP 	movie: autoDraw = False
50.0007 	EXP 	rating_fixation_square: autoDraw = True
50.5011 	DATA 	Keypress: 2
50.5074 	EXP 	rating_fixation_square: autoDraw = False
50.5074 	EXP 	washout_fixation_cross: autoDraw = True
51.5022 	EXP 	New trial (rep=8, index=0): None
51.5034 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\dog_14.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
51.6721 	WARNING 	0.1686899999999696: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.04
51.6721 	WARNING 	0.16873100000020713: Video catchup needed, advancing self._nextFrameT from 0.04 to 0.08
51.6721 	WARNING 	0.16874680000000808: Video catchup needed, advancing self._nextFrameT from 0.08 to 0.12
51.6850 	EXP 	washout_fixation_cross: autoDraw = False
51.6850 	EXP 	washout_fixation_cross: autoDraw = False
51.6850 	EXP 	movie: autoLog = True
51.6850 	EXP 	movie: movie = 'videos\\dog_14.mp4'
51.6850 	EXP 	movie: ori = 0.0
51.6850 	EXP 	movie: flipHoriz = True
51.6850 	EXP 	movie: autoDraw = True
53.7255 	DATA 	Keypress: 3
54.4808 	EXP 	Set movie finished
54.5091 	EXP 	movie: autoDraw = False
54.5091 	EXP 	rating_fixation_square: autoDraw = True
54.5091 	EXP 	rating_fixation_square: autoDraw = False
54.5091 	EXP 	washout_fixation_cross: autoDraw = True
55.5031 	EXP 	New trial (rep=9, index=0): None
55.5037 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\wasp_12.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
55.6675 	WARNING 	0.16381639999963227: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.03336666666666667
55.6676 	WARNING 	0.1638594999999441: Video catchup needed, advancing self._nextFrameT from 0.03336666666666667 to 0.06673333333333334
55.6676 	WARNING 	0.1638757999999143: Video catchup needed, advancing self._nextFrameT from 0.06673333333333334 to 0.10010000000000001
55.6753 	WARNING 	0.17160599999988335: Video catchup needed, advancing self._nextFrameT from 0.10010000000000001 to 0.13346666666666668
55.6844 	EXP 	washout_fixation_cross: autoDraw = False
55.6844 	EXP 	washout_fixation_cross: autoDraw = False
55.6844 	EXP 	movie: autoLog = True
55.6844 	EXP 	movie: movie = 'videos\\wasp_12.mp4'
55.6844 	EXP 	movie: ori = 0.0
55.6844 	EXP 	movie: flipHoriz = True
55.6844 	EXP 	movie: autoDraw = True
58.4951 	EXP 	Set movie finished
58.5165 	EXP 	movie: autoDraw = False
58.5165 	EXP 	rating_fixation_square: autoDraw = True
59.1904 	DATA 	Keypress: 4
59.1966 	EXP 	rating_fixation_square: autoDraw = False
59.1966 	EXP 	washout_fixation_cross: autoDraw = True
60.1914 	EXP 	New trial (rep=10, index=0): None
60.1921 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\rat_9.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
60.3510 	WARNING 	0.1588729999998577: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.03333333333333333
60.3510 	WARNING 	0.15891359999977794: Video catchup needed, advancing self._nextFrameT from 0.03333333333333333 to 0.06666666666666667
60.3511 	WARNING 	0.15892970000004425: Video catchup needed, advancing self._nextFrameT from 0.06666666666666667 to 0.1
60.3650 	EXP 	washout_fixation_cross: autoDraw = False
60.3650 	EXP 	washout_fixation_cross: autoDraw = False
60.3650 	EXP 	movie: autoLog = True
60.3650 	EXP 	movie: movie = 'videos\\rat_9.mp4'
60.3650 	EXP 	movie: ori = 0.0
60.3650 	EXP 	movie: flipHoriz = True
60.3650 	EXP 	movie: autoDraw = True
62.1830 	DATA 	Keypress: 6
63.2027 	EXP 	movie: autoDraw = False
63.2027 	EXP 	rating_fixation_square: autoDraw = True
63.2027 	EXP 	rating_fixation_square: autoDraw = False
63.2027 	EXP 	washout_fixation_cross: autoDraw = True
64.2006 	EXP 	New trial (rep=11, index=0): None
64.2013 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\rabbit_13.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
64.3587 	WARNING 	0.1573276999997688: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.03336666666666667
64.3587 	WARNING 	0.1573816000000079: Video catchup needed, advancing self._nextFrameT from 0.03336666666666667 to 0.06673333333333334
64.3587 	WARNING 	0.1574092999999266: Video catchup needed, advancing self._nextFrameT from 0.06673333333333334 to 0.10010000000000001
64.3711 	EXP 	washout_fixation_cross: autoDraw = False
64.3711 	EXP 	movie: autoLog = True
64.3711 	EXP 	movie: movie = 'videos\\rabbit_13.mp4'
64.3711 	EXP 	movie: ori = 0.0
64.3711 	EXP 	movie: flipHoriz = True
64.3711 	EXP 	movie: autoDraw = True
65.8000 	DATA 	Keypress: 4
65.9734 	DATA 	Keypress: 4
66.1403 	DATA 	Keypress: 4
66.2864 	DATA 	Keypress: 4
67.1875 	EXP 	Set movie finished
67.2088 	EXP 	movie: autoDraw = False
67.2088 	EXP 	rating_fixation_square: autoDraw = True
67.2088 	EXP 	rating_fixation_square: autoDraw = False
67.2088 	EXP 	washout_fixation_cross: autoDraw = True
68.2034 	EXP 	New trial (rep=12, index=0): None
68.2039 	EXP 	Created movie = MovieStim3(__class__=<class 'psychopy.visual.movie3.MovieStim3'>, anchor=('center', 'center'), autoLog=True, color=UNKNOWN, colorSpace=UNKNOWN, depth=-1.0, filename='videos\\beetle_12.mp4', flipHoriz=False, flipVert=False, fps=UNKNOWN, interpolate=True, loop=False, name='movie', noAudio=True, opacity=1, ori=method-wrapper(...), pos=array([0., 0.]), size=None, units='height', vframe_callback=UNKNOWN, volume=UNKNOWN, win=Window(...))
68.3703 	WARNING 	0.16629009999996924: Video catchup needed, advancing self._nextFrameT from 0.0 to 0.04
68.3703 	WARNING 	0.16635440000027302: Video catchup needed, advancing self._nextFrameT from 0.04 to 0.08
68.3703 	WARNING 	0.1663789000003817: Video catchup needed, advancing self._nextFrameT from 0.08 to 0.12
68.3853 	EXP 	washout_fixation_cross: autoDraw = False
68.3853 	EXP 	washout_fixation_cross: autoDraw = False
68.3853 	EXP 	movie: autoLog = True
68.3853 	EXP 	movie: movie = 'videos\\beetle_12.mp4'
68.3853 	EXP 	movie: ori = 0.0
68.3853 	EXP 	movie: flipHoriz = True
68.3853 	EXP 	movie: autoDraw = True
70.8288 	DATA 	Keypress: escape
70.9040 	EXP 	video_presentation: status = STOPPED
70.9105 	EXP 	movie: autoDraw = False
70.9106 	EXP 	video_presentation: status = STOPPED
72.4339 	EXP 	window1: mouseVisible = True
